dealer_id,region,month,service_revenue,parts_revenue,repair_orders,csi_score,retention_rate,avg_turnaround_days,warranty_claims
D012,West,2024-10-01,282056,80331,689,89.4105239112044,0.5326937045940974,1.9444159696281205,25
D012,West,2024-11-01,234363,71568,1783,78.62815626810311,0.5163227692813406,2.052006574464098,38
D012,West,2024-12-01,178723,42411,921,88.1303821275391,0.6130416919451858,1.8267759418504987,44
D013,South,2023-01-01,106715,57605,2049,82.96898880689083,0.8819111377411755,2.1214506442873553,36
D013,South,2023-02-01,86548,103294,1160,79.18846421806191,0.7801449115610675,1.8427742643224976,48
D013,South,2023-03-01,140428,52740,741,79.0278012099715,0.4323083399220431,1.6065830232175817,26
D013,South,2023-04-01,264816,100331,894,87.56421806539689,0.6271886672799805,3.61089270684904,35
D013,South,2023-05-01,90749,55121,2087,88.66172527210823,0.8053429639931331,3.0352032779618403,38
D013,South,2023-06-01,230949,85316,1053,78.80852155811976,0.8460423444701173,3.8883367162598206,26
D013,South,2023-07-01,83191,63160,924,81.97192230131569,0.5273353110230257,3.6021789485648066,49
D013,South,2023-08-01,207734,58602,1225,94.13004856773468,0.7183348410836037,3.0348339619001545,32
D013,South,2023-09-01,236503,86492,966,81.97830464218345,0.4190109241187275,3.3655181437045965,10
D013,South,2023-10-01,87788,58082,907,84.62091302090893,0.452683766976403,1.5889271675888708,29
D013,South,2023-11-01,168340,74857,2450,80.0954127851985,0.7873267655905909,3.153426527676036,37
D013,South,2023-12-01,268978,58138,941,78.36040964156363,0.4491978248566987,3.1507567992533456,41
D013,South,2024-01-01,287367,35439,637,88.0356555039181,0.5909698198264479,2.014218155488888,45
D013,South,2024-02-01,177661,36979,2113,91.55579443159053,0.43462715314293,3.8995662951898225,19
D013,South,2024-03-01,114964,115667,1151,79.94702956646697,0.64300775148877,3.8007429530485193,25
D013,South,2024-04-01,89503,90703,1391,84.66408209669042,0.4783192184869042,1.6093390646999237,26
D013,South,2024-05-01,269351,119489,682,83.80733276578667,0.6750459702290781,2.471631996574618,31
D013,South,2024-06-01,288883,32461,2248,81.10493078483154,0.7379911377931777,2.7401195966997163,30
D013,South,2024-07-01,157794,60841,2067,88.73093703657202,0.529215810145909,2.860041447956879,30
D013,South,2024-08-01,239116,45997,2427,83.19903202695026,0.7740959529894988,2.8945330637776747,32
D013,South,2024-09-01,225643,87941,1161,86.99843975876321,0.8088926649284726,2.0337784157766796,32
D013,South,2024-10-01,100567,59739,960,81.74321553104086,0.6067082246476307,3.3954625276913433,42
D013,South,2024-11-01,88706,38894,2153,94.0568751433249,0.8366614579304039,3.09072838494812,46
D013,South,2024-12-01,240878,118199,861,88.11774428450819,0.6790211625744835,3.5293805421642745,14
D014,South,2023-01-01,293440,68787,1627,86.22509297730234,0.7287801563890115,2.2773223250188854,30
D014,South,2023-02-01,247807,110102,2254,84.01285230678981,0.4940123673077081,2.3884614217143483,22
D014,South,2023-03-01,197235,114899,1097,86.15466720414997,0.8163402346735216,1.5275790356561645,43
D014,South,2023-04-01,120372,119464,1543,86.18212338131224,0.5634658081690396,1.8722201258311117,15
D014,South,2023-05-01,92087,53762,1624,83.56204490274907,0.7216825899558922,3.4509994403681863,44
D014,South,2023-06-01,103705,97364,2265,80.29205241324678,0.6063109204243119,3.239045366242017,30
D014,South,2023-07-01,160073,94429,2295,82.9190299863493,0.6011635623432781,3.6856561765255944,38
D014,South,2023-08-01,149122,46087,2264,79.0960896867483,0.6899918937140657,2.903711469898809,13
D014,South,2023-09-01,116727,41005,1035,90.12031262905731,0.5349103600641072,3.5626235254501553,28
D014,South,2023-10-01,158229,79815,1632,87.96263474600592,0.7729626044068373,3.954922976115363,40
D014,South,2023-11-01,221330,87775,2208,82.84102105679897,0.6170096830869376,1.721501074199043,37
D014,South,2023-12-01,107386,105054,1470,80.56978772834164,0.7668079150211562,2.248608776229717,42
D014,South,2024-01-01,270864,75253,1783,78.36142052121693,0.7429556355249318,3.9778160795532593,20
D014,South,2024-02-01,225544,33471,1336,84.92090144868966,0.4922381265668197,2.405588604130721,12
D014,South,2024-03-01,134220,36397,2153,85.70443123455603,0.5493627867943865,3.8516981127883514,44
D014,South,2024-04-01,210349,100553,1080,76.15780317218574,0.8209667833959043,1.9652535446156933,30
D014,South,2024-05-01,236351,56201,1783,85.49952771951205,0.4035146019068096,1.6432006276940583,40
D014,South,2024-06-01,147155,43975,1484,85.72980804856576,0.878307310541729,1.672395040891053,39
D014,South,2024-07-01,220629,104971,1402,86.77511227210758,0.5247730999247531,2.1798743153215776,40
D014,South,2024-08-01,220905,37896,704,83.89443452355749,0.5340695100477567,1.8909545110086199,45
D014,South,2024-09-01,270135,32643,2373,72.8787986986353,0.5736716631294214,3.7495833642181813,27
D014,South,2024-10-01,195359,37927,1726,89.42022698180524,0.8816972171067752,2.900420458654605,16
D014,South,2024-11-01,145428,80601,2189,77.18727071556728,0.7654104824903649,3.9532427262431167,27
D014,South,2024-12-01,108228,64521,2456,82.35473661326853,0.682665127285805,2.6598312167208404,34
D015,West,2023-01-01,109055,72891,944,81.32704211600975,0.825308028920569,2.903056970706312,26
D015,West,2023-02-01,286487,37521,527,80.9487378149281,0.7614071516042419,1.669170904750004,31
D015,West,2023-03-01,125232,116544,2133,84.58676107480906,0.6423481435650236,1.9144363504081894,11
D015,West,2023-04-01,94357,98673,1341,80.85491540170818,0.6311477805003036,2.5294138539612714,48
D015,West,2023-05-01,173269,104071,2459,83.48766580896324,0.8890309089867643,3.4849742909200154,41
D015,West,2023-06-01,143878,48708,1031,80.92518007717278,0.6724238795422579,3.3960625446727777,31
D015,West,2023-07-01,85774,102055,1243,83.19763297897703,0.6256196720904941,3.962474140352188,35
D015,West,2023-08-01,109118,111816,2283,87.55707750464977,0.6319656884061664,3.7730505146539004,42
D015,West,2023-09-01,261801,71971,726,86.49376454182843,0.8110515803001128,2.451050018768906,28
D015,West,2023-10-01,217924,32551,767,81.24104474952408,0.6616648155973707,2.2178448952114387,37
D015,West,2023-11-01,232872,105939,984,90.94072867353492,0.5979852363312275,3.787725171017608,49
D015,West,2023-12-01,290129,36971,967,87.6837181150623,0.6789100959646007,1.9150857835404886,25
D015,West,2024-01-01,86530,41116,758,97.71833947650764,0.41669180089319063,2.4092328118903508,41
D015,West,2024-02-01,97071,50074,1112,85.91403454602668,0.6201617091841745,3.038245062674505,28
D015,West,2024-03-01,213663,92987,2430,87.60647645297878,0.6088804896375499,3.9602757975912444,30
D015,West,2024-04-01,195357,86481,1783,85.02905279271225,0.8985390785408309,3.949456144636305,36
D015,West,2024-05-01,219076,39752,630,93.96461295665436,0.8451290265089011,1.6985164616075739,14
D015,West,2024-06-01,112994,45036,1999,86.11977639044868,0.829088526578582,3.54765878465414,15
D015,West,2024-07-01,242002,111835,1900,91.58557533669932,0.6296325985866069,2.3944956633136045,43
D015,West,2024-08-01,257109,39346,1087,84.40965736504461,0.5676040236854364,1.9344039828393595,30
D015,West,2024-09-01,200987,115751,1741,83.80533950415153,0.47098599488049697,2.3698535289554163,27
D015,West,2024-10-01,282041,63866,1452,83.16587794092656,0.6177527271990797,2.9431243269215326,26
D015,West,2024-11-01,152516,85915,2174,82.6149881004352,0.41555779995867886,3.3482368379119327,43
D015,West,2024-12-01,212161,67346,1435,88.33225158356694,0.4019085670621736,3.2041737060040503,15
D016,West,2023-01-01,118547,58795,500,82.45402379757269,0.7214409550293539,3.2353764337745776,34
D016,West,2023-02-01,143278,85077,642,88.88765620407472,0.5063221881855481,1.5829733864060656,23
D016,West,2023-03-01,266339,112379,1924,88.61805293614438,0.7324924517379976,2.1507171439150072,42
D016,West,2023-04-01,166661,102954,718,88.33730390819656,0.68022031549022,1.7774736730337026,47
D016,West,2023-05-01,276749,32659,1000,74.13665226992981,0.8884001642553296,1.7768014833157892,29
D016,West,2023-06-01,219544,53383,769,89.23710838575211,0.8590382760995754,2.2000933238762235,28
D016,West,2023-07-01,95282,114866,1949,89.21707154698,0.8908993466303139,3.053361243133824,18
D016,West,2023-08-01,91002,43947,1898,87.47606476562056,0.6663379433807775,3.087722764774297,23
D016,West,2023-09-01,130085,64228,2352,84.40063726288564,0.42306178216786694,2.917926949798464,34
D016,West,2023-10-01,126733,41240,2478,83.90689644420634,0.7651230735450729,2.9970207409587286,13
D016,West,2023-11-01,261211,44849,2396,79.0094796836789,0.894514179175087,3.0654404289828454,25
D016,West,2023-12-01,115292,104813,1380,78.63420115378733,0.5426451691786582,2.5729564834908922,20
D016,West,2024-01-01,145087,59165,2085,94.30342222935269,0.5261536249197033,2.050563253443288,42
D016,West,2024-02-01,152692,97580,1724,89.29655048846722,0.8548134097182962,3.173000657345196,26
D016,West,2024-03-01,297569,79879,979,88.26641586624768,0.6152137051604951,2.2923664694777983,21
D016,West,2024-04-01,151853,94046,1026,98.4376718284848,0.7009617155075658,3.7313082248871154,38
D016,West,2024-05-01,293397,44567,1032,91.10900276259406,0.7513168865427582,2.093583670937016,16
D016,West,2024-06-01,254427,61259,1271,93.7479065263625,0.5922556638224064,2.719167671553161,31
D016,West,2024-07-01,257643,30193,1685,86.76603697253921,0.5344794729132356,2.5174297740856595,31
D016,West,2024-08-01,237584,36716,1279,84.90107342392517,0.7020358385356096,3.7684504117821174,28
D016,West,2024-09-01,165371,59033,1972,77.9252369464178,0.7112598478648726,2.674359407476709,29
D016,West,2024-10-01,176055,101344,1152,72.03426907829129,0.6685037441756791,3.6353399941262605,17
D016,West,2024-11-01,248490,46724,2280,87.40073068111185,0.5467444116040608,3.829384298582041,18
D016,West,2024-12-01,216535,100448,1052,98.65433616611784,0.8091033343741239,2.8289986615110774,48
D017,South,2023-01-01,148648,52054,896,83.53230578921216,0.6252985094915671,3.823566736182785,10
D017,South,2023-02-01,255271,91035,518,85.56567118839986,0.605510537632773,3.7690275063913874,21
D017,South,2023-03-01,283196,98847,2452,82.58469474158281,0.528803610166861,1.648811750869429,29
D017,South,2023-04-01,103377,76737,2485,85.73396505992774,0.7326460509890276,3.5008871975585167,45
D017,South,2023-05-01,228049,64542,911,89.59873807163996,0.6021198648221047,2.302702742717625,48
D017,South,2023-06-01,151425,66636,604,85.56959814050384,0.7232250450623035,3.7200976609002945,22
D017,South,2023-07-01,154637,108033,1062,86.03362023622498,0.8368492967331725,3.3099326386652344,36
D017,South,2023-08-01,142068,107313,2128,88.79469300060974,0.43322192217788746,2.8349186813694094,49
D017,South,2023-09-01,102785,108928,2460,76.51451307506875,0.6430002468988015,2.9429997168363773,35
D017,South,2023-10-01,249316,104964,1073,81.77215285675763,0.6793211982252128,2.3579183829316457,32
D017,South,2023-11-01,130583,68392,1817,87.3548925185339,0.6149655386950741,3.182416555986081,18
D017,South,2023-12-01,247860,105749,2157,89.22800757233476,0.6951427714765799,2.0656977705355795,41
D017,South,2024-01-01,228930,114162,1679,92.48003606358589,0.4494368088203177,3.724130082543916,41
D017,South,2024-02-01,155769,96677,2135,87.28614937413845,0.5964871126726456,2.8145314971833093,43
D017,South,2024-03-01,299575,70603,1432,82.97891494013194,0.7809534100662077,3.8666110849838655,28
D017,South,2024-04-01,197961,70379,1413,85.647056291378,0.7184511587273716,2.3515104164532294,40
D017,South,2024-05-01,222810,77498,1316,91.11061651186527,0.6901107593925146,2.8992211120948497,40
D017,South,2024-06-01,259587,35744,2400,85.55586080144768,0.8860126282482956,2.071216866886927,33
D017,South,2024-07-01,178746,100188,2295,84.42856022199057,0.8628186650126679,2.535375560820567,15
D017,South,2024-08-01,290746,83161,984,84.21351287399548,0.8177401181911639,2.425992465688266,46
D017,South,2024-09-01,111778,57734,1145,90.86562318793321,0.8920065816052322,2.2210135945468643,26
D017,South,2024-10-01,139500,66575,1507,86.84821096099047,0.786769445767282,3.950272481034417,22
D017,South,2024-11-01,156449,38556,2377,88.28240605917546,0.5780928235587971,3.5670374344910476,30
D017,South,2024-12-01,255021,112302,1503,82.5461393508856,0.5175186074019126,3.576721276300192,13
D018,South,2023-01-01,165376,60654,1803,82.39049092908422,0.7911941647300437,3.336444807803533,27
D018,South,2023-02-01,154965,76840,2187,87.82407074841466,0.710330239912292,2.0032802695560834,30
D018,South,2023-03-01,230023,31307,1016,98.22171673508518,0.5138748680516048,3.9100721179137845,43
D018,South,2023-04-01,235914,56421,2208,77.48514835802423,0.6292332122846289,1.5949539082246336,20
D018,South,2023-05-01,106086,46859,2040,81.67257292654892,0.8385452905090944,3.8601052345634947,26
D018,South,2023-06-01,146418,90011,2271,89.36584715346733,0.777310610799296,2.729827750264323,45
D018,South,2023-07-01,152805,88954,1940,75.92563477812888,0.7028776515695283,3.7968367765159434,26
D018,South,2023-08-01,241458,85220,1473,94.68194651284455,0.6279896378799685,2.6086395909547604,13
D018,South,2023-09-01,121862,83410,1571,79.8838611692835,0.5559495400021403,2.140118912762386,14
D018,South,2023-10-01,236590,54045,2224,81.0278697326566,0.8631913033650433,1.54779023607441,41
D018,South,2023-11-01,247260,35845,1182,85.39500041805532,0.716272054982914,3.1111756928025844,21
D018,South,2023-12-01,223016,82887,2070,90.3977181040582,0.5053524819336016,3.8936200475952405,44
D018,South,2024-01-01,157842,40503,1293,82.32193330787294,0.40715763883353,3.344673796403825,34
D018,South,2024-02-01,220836,116156,2267,89.28308552312839,0.8685455142293974,3.5548165898498243,18
D018,South,2024-03-01,91390,50131,1046,81.16472746714662,0.6438139048336055,1.6941233366790127,13
D018,South,2024-04-01,88605,31381,1598,86.05908539487238,0.5744102669847397,1.7774952469782872,22
D018,South,2024-05-01,90207,117329,544,85.15095393605077,0.549782838976937,1.6921551881904087,43
D018,South,2024-06-01,169833,86699,2179,88.0430372117837,0.6391299420976118,1.8629912822116508,35
D018,South,2024-07-01,257164,93671,610,87.13247909459844,0.6006530121098561,2.231287727676855,36
D018,South,2024-08-01,181084,53782,2088,83.30477348395131,0.821115373171974,2.8724511236041046,39
D018,South,2024-09-01,244276,65596,2056,82.9676888938532,0.7798057143498982,1.9696071313444352,32
D018,South,2024-10-01,299679,68333,1597,78.08566511372888,0.6929323942267596,3.061959656973506,29
D018,South,2024-11-01,80159,42145,1537,77.17543315390365,0.551597029730523,2.2249252973590226,39
D018,South,2024-12-01,201534,114227,1728,83.91403324969518,0.8583958453511675,3.301637863207783,21
D019,South,2023-01-01,223309,45649,1349,87.78108789498751,0.5357735237056211,2.5061165935841725,40
D019,South,2023-02-01,138608,119081,2384,89.0611989046961,0.4234259542638016,2.1904238945522487,47
D019,South,2023-03-01,233808,57990,1611,89.12549132333817,0.5581350748646534,1.7547309701650338,10
D019,South,2023-04-01,282346,62402,636,80.6643489214455,0.8213559510802775,2.2833697939628577,45
D019,South,2023-05-01,227281,73148,1606,83.86869564413124,0.8820392082450541,1.7232238113139324,32
D019,South,2023-06-01,250201,92368,2351,88.78026661039323,0.7163559393743004,3.259642729085828,19
D019,South,2023-07-01,151854,115716,2440,84.15746684532566,0.5392197041252174,1.8240016279886049,13
D019,South,2023-08-01,191022,84040,2129,85.99743971138706,0.534484015797693,2.6885165196251846,28
D019,South,2023-09-01,274187,96852,1309,84.9824600399573,0.59256005995125,3.664550413055888,44
D019,South,2023-10-01,147055,117697,2291,80.14998016245478,0.5843535854323976,2.4245331399679415,16
D019,South,2023-11-01,297064,108860,709,74.17642874844795,0.7598269083052652,2.4279040369643545,47
D019,South,2023-12-01,198581,64773,1623,91.69310867195226,0.7389066001550222,3.0193803056318065,43
D019,South,2024-01-01,165896,48135,1275,91.37295937646758,0.5578136718816751,3.1120815100557846,30
D019,South,2024-02-01,96923,77591,1321,89.05031152026345,0.4996076374470266,3.725537506590436,44
D019,South,2024-03-01,284088,56672,617,86.1493610406197,0.4499334105680891,3.2201111095900345,22
D019,South,2024-04-01,100132,48199,2293,92.3994304995692,0.40966381545880054,1.8109209975012757,19
D019,South,2024-05-01,293666,54472,886,88.89489856022,0.6975658374528408,1.524809552819589,34
D019,South,2024-06-01,212473,115179,1357,72.95055916446596,0.7387711337294767,2.2796596447922077,37
D019,South,2024-07-01,254863,41950,964,87.19237869404864,0.4627751073813267,1.5423691622239524,39
D019,South,2024-08-01,204577,60116,1657,85.09808328846995,0.6177538127360953,2.330248413482841,34
D019,South,2024-09-01,120992,85350,2477,88.14357930400152,0.6853248119404675,2.920231280844668,45
D019,South,2024-10-01,261196,82870,1751,78.86758955095755,0.8235304134919498,1.5589874116138227,20
D019,South,2024-11-01,299911,57606,1228,80.32824195710745,0.4761638928313394,3.748638031365254,38
D019,South,2024-12-01,186984,32204,1109,81.66880637870887,0.7016459028574715,2.683502203737281,32
D020,Northeast,2023-01-01,269657,51607,892,85.93901273945544,0.7254786675590363,3.111477936855859,41
D020,Northeast,2023-02-01,266907,79429,732,77.03141492324484,0.5024906047634082,3.3140680006860395,16
D020,Northeast,2023-03-01,157240,62793,1548,86.96634611735111,0.47348135479410486,3.527809424833677,49
D020,Northeast,2023-04-01,289987,84254,1362,92.06497377813415,0.7370651477680314,2.149762448107082,47
D020,Northeast,2023-05-01,244055,53989,2223,81.47287175960412,0.7449998686544717,3.2252413955946087,14
D020,Northeast,2023-06-01,85939,77562,747,85.31157822715268,0.4671374254511378,3.8948353026419262,36
D020,Northeast,2023-07-01,255841,77118,1235,95.1180310961482,0.43811960898678226,2.18675953761973,31
D020,Northeast,2023-08-01,299581,69121,2113,85.03399922279999,0.6732885710161475,2.582040005523673,39
D020,Northeast,2023-09-01,176258,67853,2041,77.88021423774927,0.4249895143298394,3.6091241601295594,20
D020,Northeast,2023-10-01,127153,84110,2191,83.66673835382792,0.7295568822347633,1.7722332849525977,13
D020,Northeast,2023-11-01,139234,55851,1059,87.73347661882937,0.6612698583660266,2.047793698674846,46
D020,Northeast,2023-12-01,274136,93761,1542,84.43688085368608,0.48804773566529736,2.034892596720592,27
D020,Northeast,2024-01-01,241945,88627,1119,87.12943603096518,0.7786551035672195,1.9041785905924047,17
D020,Northeast,2024-02-01,156253,66191,994,85.09573888707877,0.5160199144505531,2.6455866259820846,26
D020,Northeast,2024-03-01,256314,117893,592,83.43470984738423,0.4045192345396461,2.3925733599250307,37
D020,Northeast,2024-04-01,247849,49710,670,84.99645702711678,0.4230283670949782,3.520198205889575,49
D020,Northeast,2024-05-01,164289,50022,955,81.96236828826761,0.5229037196530766,2.5069109961556295,22
D020,Northeast,2024-06-01,146732,42297,1239,88.80384820979677,0.5444424694545829,2.4945915637553924,36
D020,Northeast,2024-07-01,135841,97712,2195,70.4923815865321,0.7177218228297613,1.7268042555873275,39
D020,Northeast,2024-08-01,210722,33696,1882,95.00183755754041,0.6885612930191605,2.392802898251257,27
D020,Northeast,2024-09-01,125740,34956,1192,91.89354873131676,0.5201994564467535,1.9789823643370643,29
D020,Northeast,2024-10-01,241033,42602,2238,78.77584380890922,0.7758860865195467,2.071736023500912,10
D020,Northeast,2024-11-01,298512,94789,853,79.57271961551892,0.6156903243870373,3.2978997423614222,30
D020,Northeast,2024-12-01,233698,89979,781,88.54210521447291,0.8198298278543952,1.8595358757870342,16
D021,South,2023-01-01,122998,93814,653,84.05439804611483,0.7901827515034409,2.6908393332527467,24
D021,South,2023-02-01,127857,50700,2427,89.60825055962229,0.493067948876674,2.328911747667984,48
D021,South,2023-03-01,224941,90315,2017,85.05570781524379,0.6047060359085092,3.527196452519796,49
D021,South,2023-04-01,225342,60908,1687,88.54820645252903,0.7468090287368976,3.4278070396297164,13
D021,South,2023-05-01,272322,46673,2476,81.97754195609976,0.545014596824453,3.8275249272132497,40
D021,South,2023-06-01,117044,87149,1180,84.75595205947316,0.4000058173776831,2.5414145712057303,15
D021,South,2023-07-01,114148,91240,2173,82.08944203104787,0.4050453033445124,2.5937048165205243,31
D021,South,2023-08-01,233390,105715,1343,82.05980710770562,0.5121467416425225,3.157617979508556,14
D021,South,2023-09-01,233484,81001,805,80.73030145806153,0.46267823789619283,2.342411814293641,45
D021,South,2023-10-01,206479,57127,1545,80.38237304115636,0.5965976005139612,2.9765945849865947,25
D021,South,2023-11-01,190138,75046,2322,85.66628616930639,0.5344233712264217,3.071085118547497,31
D021,South,2023-12-01,107128,98368,2359,76.25389978494894,0.8746043134352561,3.0803987479661434,30
D021,South,2024-01-01,222180,61845,1252,94.97833744891982,0.5846403851077706,3.83231215642418,33
D021,South,2024-02-01,202049,50583,2306,100.5495927800268,0.7571633178674988,2.654290359532798,10
D021,South,2024-03-01,171118,95942,1901,88.3296212602723,0.5370357946710955,3.5176772596667574,38
D021,South,2024-04-01,164040,51644,1081,87.10793305307227,0.5678052271349214,3.9463136709728515,12
D021,South,2024-05-01,247248,71520,1599,81.4531064622107,0.6746548857400521,2.2799600508160465,35
D021,South,2024-06-01,124814,115091,2067,94.38086706613856,0.593618635589048,3.766430526680407,28
D021,South,2024-07-01,104618,64675,1942,84.69855504304194,0.5174867024979763,3.2621775251084544,28
D021,South,2024-08-01,150533,86184,1492,87.2739758482119,0.8835176376280731,1.6291718041449028,10
D021,South,2024-09-01,119194,30389,1499,87.460094239964,0.6763535378592727,2.491384204974908,19
D021,South,2024-10-01,136408,99267,1618,82.3698257866621,0.5548939296045496,2.225113829906092,31
D021,South,2024-11-01,228338,116328,1339,88.4178466160024,0.6858729915718744,3.5820759419706776,28
D021,South,2024-12-01,91442,76289,999,78.17022144399733,0.7370099595293964,1.6295894977993226,21
D022,Midwest,2023-01-01,139722,46523,1924,84.43876266524171,0.8389922484924175,3.013761916539691,42
D022,Midwest,2023-02-01,198639,111938,1225,88.51476895953434,0.5662280785743561,1.6414641403667891,48
D022,Midwest,2023-03-01,126220,76163,2217,82.20502636059001,0.7904979468074957,3.463172028790038,38
D022,Midwest,2023-04-01,102931,119116,2315,86.70029683430401,0.5381595542329268,2.580047318986265,17
D022,Midwest,2023-05-01,265917,85312,821,92.5679898732639,0.7522772140137226,2.5568215922348307,36
D022,Midwest,2023-06-01,298800,58230,1518,81.93319593740858,0.7027413346072023,2.7919748478203954,44
D022,Midwest,2023-07-01,252239,101291,2315,86.03633664699473,0.7018186002796876,1.6924486676624158,38
D022,Midwest,2023-08-01,278126,60949,519,85.34672168518125,0.5486453951536668,1.7301674652061885,28
D022,Midwest,2023-09-01,106990,46193,1937,91.87266727345653,0.5866299072313794,2.9091499275719057,18
D022,Midwest,2023-10-01,191072,75800,1966,89.77637738118725,0.5355481268820329,2.9941707067567576,38
D022,Midwest,2023-11-01,120387,104816,1094,83.9254482242496,0.693792935554701,3.252848986043684,34
D022,Midwest,2023-12-01,135276,71243,1972,86.38396724662644,0.40769744584565426,2.957315142010658,18
D022,Midwest,2024-01-01,145618,31920,2173,90.62176679935251,0.4942703028746256,3.181151245062572,47
D022,Midwest,2024-02-01,189200,112289,2318,83.3296138451003,0.6167913963163072,1.731563707628418,30
D022,Midwest,2024-03-01,271758,99212,878,93.7479195210271,0.7188441234479678,2.105055199952193,29
D022,Midwest,2024-04-01,274028,40278,868,91.90727039345244,0.8091847832406687,1.6250464420527806,42
D022,Midwest,2024-05-01,299128,51869,568,80.1344231988934,0.5076721906912763,2.9927394254667994,25
D022,Midwest,2024-06-01,223697,64397,1827,75.61278557381945,0.5665174359026992,3.7124107704514695,28
D022,Midwest,2024-07-01,216355,37610,818,77.99790219834617,0.7083918039262707,3.3572037341698477,36
D022,Midwest,2024-08-01,190317,63458,993,86.03387389917208,0.5855564692150639,3.801916521158393,15
D022,Midwest,2024-09-01,235242,38024,794,81.07006983682508,0.8476730445765847,3.1661576188170892,30
D022,Midwest,2024-10-01,181121,50025,862,78.09477698423113,0.7189771313423694,3.584107835359896,49
D022,Midwest,2024-11-01,254499,68506,2072,83.01782085284293,0.6500400591357913,3.462744285239269,22
D022,Midwest,2024-12-01,168835,58927,634,91.98314239753655,0.42808803867371953,2.7277393234579126,13
D023,Northeast,2023-01-01,279886,37296,1322,88.68645658273526,0.45594030827456195,2.7910609705465275,19
D023,Northeast,2023-02-01,193499,48452,741,84.20691661474339,0.840845305921754,3.5353142139779044,29
D023,Northeast,2023-03-01,227026,112722,1463,79.96093050631285,0.5249784731988106,2.787514149274308,32
D023,Northeast,2023-04-01,137620,62828,1842,79.41462928769127,0.43831790323762443,3.681589506367088,41
D023,Northeast,2023-05-01,259588,92061,1700,88.53818211854244,0.8381597165711558,1.7564199064589745,18
D023,Northeast,2023-06-01,97413,89500,1046,85.04519093256154,0.5744450375209118,2.8039984900283956,14
D023,Northeast,2023-07-01,243926,106240,575,87.10047245225921,0.6196053006248587,3.026366887538561,38
D023,Northeast,2023-08-01,173422,31700,2122,88.03425296607836,0.4896266278696404,3.234873976275392,32
D023,Northeast,2023-09-01,265388,35520,1770,85.56052473412258,0.48068140052769187,1.7088858437767245,26
D023,Northeast,2023-10-01,150269,60954,915,93.72319586629341,0.8454277674915733,2.1038421042542046,19
D023,Northeast,2023-11-01,123939,59345,2236,81.65306973614433,0.48346553540875076,2.1093237063108545,28
D023,Northeast,2023-12-01,258293,74942,1905,79.89797718083882,0.8799314013567276,3.04075121481431,18
D023,Northeast,2024-01-01,95534,115280,1457,86.90574023327162,0.605932370208748,3.383986576864382,38
D023,Northeast,2024-02-01,241121,35618,640,88.95534851138055,0.8352634831346921,3.0785473030459407,22
D023,Northeast,2024-03-01,221871,101088,744,83.32134502540138,0.47142098240716596,3.2301841175609223,16
D023,Northeast,2024-04-01,200076,88692,2317,81.05277319879507,0.8478373888093893,2.0107909584974255,48
D023,Northeast,2024-05-01,170932,30192,2276,90.1384729675074,0.7366232196772657,2.5202976420648078,38
D023,Northeast,2024-06-01,116468,60698,915,86.60113592749673,0.7573206374543622,3.7039086373518924,37
D023,Northeast,2024-07-01,122056,81831,2347,86.86052736303431,0.8216630838939416,2.7127366499488503,16
D023,Northeast,2024-08-01,80717,41676,838,86.94579597833965,0.8102993788382933,2.5114216410100436,24
D023,Northeast,2024-09-01,84994,34234,2216,93.78791886115836,0.4077541653132961,2.2022049129656094,11
D023,Northeast,2024-10-01,157535,32581,1017,79.63232357462347,0.5947024694894376,2.854402410668908,45
D023,Northeast,2024-11-01,198094,55307,615,81.96649852617351,0.5877344642332503,3.5095363629836167,24
D023,Northeast,2024-12-01,260755,117999,720,86.05641846139736,0.679529642473301,2.3029053815898837,28
D024,South,2023-01-01,285005,52335,539,84.06614042902355,0.6321192598696125,3.3068443805970116,40
D024,South,2023-02-01,189162,38026,1937,81.91195409099606,0.508833699790268,3.1542107209996413,18
D024,South,2023-03-01,94683,30670,1647,85.5196941707445,0.6130354888130485,2.8700808916606,48
D024,South,2023-04-01,269919,41577,2023,82.10473726026373,0.4701622590967575,3.1778936834492217,38
D024,South,2023-05-01,180922,116598,1615,85.75435106638767,0.7749888992260354,3.7705712217508074,32
D024,South,2023-06-01,97374,106674,2312,84.41062967709202,0.7270663685139369,3.7228198098500247,46
D024,South,2023-07-01,167796,56069,2097,84.53800780698326,0.7581985559790495,2.1773567457909135,17
D024,South,2023-08-01,96999,92522,2348,78.91439798823548,0.5207503139964167,2.0372815925909897,39
D024,South,2023-09-01,287581,36859,1149,78.13812699850297,0.43848583469043706,3.240390362844813,21
D024,South,2023-10-01,129522,34886,1157,85.15522448881178,0.87924891783387,2.5777171565582235,47
D024,South,2023-11-01,287352,83442,1177,80.93493939139813,0.6643622095492179,3.564794268290076,30
D024,South,2023-12-01,145133,96458,1367,88.66994613709284,0.8118836978995615,1.6578507323184783,24
D024,South,2024-01-01,123395,54031,2314,88.69652920416148,0.475304051609137,2.0430772161325272,46
D024,South,2024-02-01,197269,96629,1392,89.08169577969171,0.8395928863006239,2.1084917080463264,14
D024,South,2024-03-01,230331,65959,2337,78.82328091426997,0.848959593478833,3.7202954723350894,49
D024,South,2024-04-01,178046,108278,603,90.82332604250786,0.7333859548919486,1.735818565727609,17
D024,South,2024-05-01,278986,80357,1392,88.78394339993491,0.8290116355036146,3.9940707435053913,44
